,Unnamed: 0.1,GF,GA,xG,xGA,Poss,Attendance,Sh,SoT,Dist,FK,PK,PKatt,Season,Venue_code,opp_code,team_code,formation,hour,day_code,target
1407,1407,0,2,0.5,1.3,44.0,29485.0,10.0,1.0,19.3,0.0,0.0,0.0,2020,0,3,17,6,17,5,0
1408,1408,0,1,0.8,1.0,43.0,57672.0,9.0,2.0,16.3,1.0,0.0,0.0,2020,0,16,17,6,14,6,0
1409,1409,0,2,0.2,2.2,45.0,20019.0,6.0,2.0,23.1,0.0,0.0,0.0,2020,1,19,17,6,15,5,0
1410,1410,3,1,2.4,1.0,51.0,26649.0,12.0,8.0,13.5,0.0,0.0,0.0,2020,0,14,17,8,15,5,1
1411,1411,1,1,0.9,1.9,53.0,20650.0,15.0,4.0,21.2,1.0,0.0,0.0,2020,1,13,17,8,15,5,0
1412,1412,0,1,0.2,1.3,34.0,36261.0,5.0,1.0,19.4,0.0,0.0,0.0,2020,0,8,17,8,15,5,0
1413,1413,0,5,0.5,3.3,25.0,21085.0,6.0,2.0,18.2,0.0,0.0,0.0,2020,1,10,17,16,12,5,0
1414,1414,5,2,3.7,1.5,51.0,38834.0,20.0,8.0,19.2,0.0,0.0,0.0,2020,0,7,17,6,15,5,1
1415,1415,0,1,1.0,1.8,40.0,20869.0,10.0,3.0,20.2,1.0,0.0,0.0,2020,1,15,17,12,15,5,0
1416,1416,0,1,0.5,1.6,40.0,59833.0,7.0,1.0,19.7,0.0,0.0,0.0,2020,0,0,17,6,14,6,0
1417,1417,4,1,2.7,1.4,39.0,21087.0,19.0,6.0,15.9,2.0,0.0,1.0,2020,1,12,17,6,15,5,1
1418,1418,2,4,2.8,2.1,44.0,32020.0,16.0,4.0,16.4,1.0,1.0,1.0,2020,0,9,17,6,14,6,0
1419,1419,1,2,1.0,0.9,51.0,20388.0,14.0,6.0,21.4,2.0,0.0,0.0,2020,1,5,17,6,19,2,0
1420,1420,1,3,0.8,3.1,23.0,20673.0,11.0,4.0,19.6,1.0,0.0,0.0,2020,1,11,17,6,17,5,0
1421,1421,1,2,0.5,1.6,37.0,16861.0,6.0,2.0,14.9,1.0,0.0,0.0,2020,0,2,17,8,20,4,0
1422,1422,1,4,1.6,3.6,43.0,20073.0,14.0,5.0,15.2,0.0,0.0,0.0,2020,1,18,17,6,15,1,0
1423,1423,0,1,0.3,2.2,26.0,20391.0,6.0,4.0,19.0,1.0,0.0,0.0,2020,1,16,17,13,15,5,0
1424,1424,1,1,1.4,1.2,48.0,52223.0,18.0,5.0,19.3,2.0,0.0,0.0,2020,0,13,17,11,15,5,0
1425,1425,0,3,1.2,1.1,67.0,20782.0,15.0,3.0,19.1,0.0,0.0,0.0,2020,1,14,17,11,20,4,0
1426,1426,0,0,0.8,0.6,47.0,19527.0,11.0,5.0,16.3,0.0,0.0,0.0,2020,0,4,17,13,18,5,0
1427,1427,0,1,0.3,0.8,36.0,59581.0,6.0,1.0,22.6,0.0,0.0,0.0,2020,0,18,17,13,19,1,0
1428,1428,0,2,0.5,1.6,36.0,20795.0,9.0,1.0,17.4,1.0,0.0,0.0,2020,1,3,17,13,15,5,0
1429,1429,1,0,1.2,1.3,41.0,41936.0,8.0,4.0,18.1,0.0,0.0,0.0,2020,0,1,17,11,15,5,1
1430,1430,1,4,1.4,1.1,46.0,20012.0,8.0,1.0,13.3,0.0,0.0,0.0,2020,1,6,17,11,19,2,0
1431,1431,0,0,0.6,2.8,33.0,73152.0,10.0,2.0,21.7,0.0,0.0,0.0,2020,0,12,17,11,15,5,0
1432,1432,2,3,1.0,1.0,44.0,21142.0,13.0,7.0,19.0,2.0,0.0,0.0,2020,1,0,17,11,14,6,0
1433,1433,0,4,0.6,0.7,34.0,29658.0,9.0,0.0,21.8,2.0,0.0,0.0,2020,0,19,17,11,19,3,0
1434,1434,2,1,1.7,1.4,37.0,28863.0,9.0,5.0,16.9,0.0,0.0,0.0,2020,0,15,17,11,14,6,1
1435,1435,0,2,0.6,2.2,27.0,53104.0,5.0,2.0,15.3,0.0,0.0,0.0,2020,0,10,17,6,12,5,0
1436,1436,0,3,1.1,0.7,49.0,20957.0,8.0,1.0,26.0,1.0,0.0,0.0,2020,1,8,17,11,15,5,0
1437,1437,1,2,1.7,1.9,50.0,21045.0,18.0,4.0,16.3,2.0,0.0,0.0,2020,1,2,17,11,15,5,0
1438,1438,1,5,0.5,3.6,27.0,53013.0,5.0,2.0,14.5,0.0,0.0,0.0,2020,0,11,17,11,15,5,0
1439,1439,1,2,1.0,1.6,47.0,20738.0,13.0,1.0,15.5,1.0,0.0,0.0,2020,1,4,17,11,15,5,0
1440,1440,0,1,0.4,2.2,33.0,24622.0,6.0,1.0,17.7,0.0,0.0,0.0,2020,0,6,17,11,15,5,0
1441,1441,0,0,0.3,0.7,48.0,20653.0,6.0,0.0,20.0,1.0,0.0,0.0,2020,1,7,17,11,19,2,0
1442,1442,1,5,1.4,2.5,41.0,20257.0,13.0,5.0,12.4,0.0,0.0,0.0,2020,1,9,17,11,14,6,0
1443,1443,1,2,0.6,2.2,29.0,32089.0,8.0,3.0,21.9,1.0,0.0,0.0,2020,0,5,17,11,16,6,0
1444,1444,4,2,2.7,1.8,54.0,50673.0,17.0,7.0,17.1,1.0,0.0,1.0,2020,0,13,18,8,14,6,1
1445,1445,4,1,2.3,0.6,52.0,59901.0,19.0,7.0,13.9,0.0,0.0,0.0,2020,1,9,18,8,20,0,1
1446,1446,2,2,1.3,1.1,47.0,59751.0,14.0,4.0,15.2,0.0,0.0,0.0,2020,1,6,18,8,15,5,0
1447,1447,0,0,0.7,0.7,58.0,30000.0,13.0,3.0,20.0,1.0,0.0,0.0,2020,0,15,18,8,15,5,0
1448,1448,1,2,1.6,2.0,40.0,60000.0,12.0,3.0,22.0,0.0,0.0,1.0,2020,1,12,18,13,14,6,0
1449,1449,2,1,1.6,1.2,47.0,36417.0,20.0,6.0,18.2,2.0,0.0,0.0,2020,0,8,18,8,15,5,1
1450,1450,1,2,1.5,1.2,59.0,49940.0,18.0,5.0,16.7,1.0,0.0,0.0,2020,1,2,18,8,14,6,0
1451,1451,1,0,1.2,0.9,61.0,39132.0,16.0,4.0,16.5,0.0,0.0,0.0,2020,0,7,18,8,14,6,1
1452,1452,1,0,1.3,0.7,38.0,59924.0,13.0,4.0,14.8,0.0,0.0,0.0,2020,1,16,18,8,14,6,1
1453,1453,4,1,2.3,0.7,57.0,41874.0,21.0,8.0,16.5,3.0,0.0,0.0,2020,0,1,18,8,16,6,1
1454,1454,3,2,1.0,1.2,31.0,59909.0,7.0,3.0,14.5,0.0,0.0,0.0,2020,1,10,18,8,16,6,1
1455,1455,0,1,0.4,1.4,48.0,30667.0,8.0,3.0,20.2,0.0,0.0,0.0,2020,0,19,18,8,15,5,0
1456,1456,1,2,0.2,2.1,32.0,53245.0,5.0,3.0,21.4,1.0,0.0,0.0,2020,0,11,18,8,14,6,0
1457,1457,1,1,1.3,1.3,35.0,59626.0,14.0,5.0,22.6,0.0,0.0,0.0,2020,1,3,18,8,19,2,0
1458,1458,3,2,1.8,1.1,37.0,59942.0,10.0,3.0,20.1,0.0,1.0,1.0,2020,1,5,18,3,12,5,1
1459,1459,0,0,0.8,0.8,60.0,18065.0,16.0,3.0,18.6,0.0,0.0,0.0,2020,0,4,18,8,14,6,0
1460,1460,0,2,0.4,2.8,45.0,59777.0,7.0,1.0,22.3,1.0,0.0,0.0,2020,0,0,18,8,20,2,0
1461,1461,2,3,1.6,1.2,56.0,41027.0,11.0,4.0,17.2,0.0,0.0,0.0,2020,1,15,18,8,15,6,0
1462,1462,4,1,3.6,1.6,57.0,20073.0,12.0,5.0,16.0,0.0,1.0,1.0,2020,0,17,18,8,15,1,1
1463,1463,3,2,2.2,2.4,38.0,24351.0,9.0,4.0,14.5,0.0,1.0,1.0,2020,0,6,18,8,17,5,1
1464,1464,2,0,2.5,0.3,62.0,59775.0,13.0,5.0,15.1,0.0,0.0,0.0,2020,1,14,18,8,19,2,1
1465,1465,2,3,2.4,2.2,48.0,59951.0,15.0,5.0,12.6,0.0,0.0,0.0,2020,1,8,18,8,14,6,0
1466,1466,0,1,0.3,1.9,43.0,73130.0,6.0,1.0,17.9,0.0,0.0,0.0,2020,0,12,18,8,15,5,0
1467,1467,1,0,0.8,0.3,64.0,59581.0,9.0,2.0,13.2,0.0,0.0,0.0,2020,1,17,18,8,19,1,1
1468,1468,2,2,1.1,1.4,45.0,32061.0,8.0,3.0,16.1,0.0,0.0,0.0,2020,0,9,18,8,16,6,0
1469,1469,1,1,0.6,0.8,47.0,59949.0,11.0,3.0,14.4,0.0,0.0,0.0,2020,1,13,18,8,12,5,0
1470,1470,1,0,1.8,0.7,39.0,59946.0,13.0,4.0,16.7,1.0,0.0,0.0,2020,1,19,18,3,14,6,1
1471,1471,0,1,1.3,2.4,32.0,59925.0,13.0,4.0,14.9,0.0,0.0,0.0,2020,0,10,18,13,17,5,0
1472,1472,2,1,1.2,1.1,47.0,59957.0,11.0,4.0,16.3,0.0,0.0,0.0,2020,1,1,18,8,14,6,1
1473,1473,1,3,0.6,3.0,47.0,58685.0,6.0,1.0,9.1,0.0,0.0,0.0,2020,0,16,18,3,16,6,0
1474,1474,2,1,1.2,0.7,55.0,59953.0,11.0,5.0,19.9,2.0,0.0,0.0,2020,1,7,18,8,14,6,1
1475,1475,0,2,0.3,1.4,53.0,17032.0,5.0,1.0,17.5,0.0,0.0,0.0,2020,0,2,18,8,14,6,0
1476,1476,1,1,2.2,1.8,61.0,59958.0,21.0,6.0,14.7,0.0,0.0,0.0,2020,1,4,18,8,14,6,0
1477,1477,0,1,0.5,3.0,34.0,32231.0,6.0,2.0,13.4,0.0,0.0,0.0,2020,0,5,18,3,14,6,0
1478,1478,1,2,0.5,0.9,57.0,59959.0,8.0,3.0,14.0,0.0,0.0,0.0,2020,1,0,18,8,16,6,0
1479,1479,4,0,3.0,0.8,63.0,26428.0,12.0,4.0,14.4,0.0,1.0,1.0,2020,0,14,18,8,14,6,1
1480,1480,2,2,1.1,2.4,22.0,59972.0,6.0,2.0,13.7,0.0,0.0,0.0,2020,1,11,18,8,14,6,0
1481,1481,1,3,0.2,1.6,50.0,31604.0,7.0,2.0,22.0,0.0,0.0,0.0,2020,0,3,18,8,16,6,0
1482,1482,0,1,1.3,0.5,44.0,31983.0,17.0,3.0,17.9,0.0,0.0,0.0,2020,0,9,19,3,15,5,0
1483,1483,0,1,1.7,1.7,58.0,30368.0,25.0,6.0,20.3,0.0,0.0,0.0,2020,1,16,19,3,14,6,0
1484,1484,0,1,2.1,0.6,44.0,30621.0,15.0,5.0,15.9,0.0,0.0,0.0,2020,1,12,19,3,16,6,0
1485,1485,2,0,2.2,0.2,55.0,20019.0,14.0,5.0,16.4,1.0,0.0,0.0,2020,0,17,19,3,15,5,1
1486,1486,0,2,0.6,2.5,62.0,30000.0,11.0,0.0,22.8,1.0,0.0,0.0,2020,1,2,19,3,12,5,0
1487,1487,1,0,1.0,1.0,43.0,28002.0,5.0,3.0,13.5,0.0,0.0,0.0,2020,0,15,19,3,14,6,1
1488,1488,2,1,1.0,0.6,52.0,30483.0,7.0,3.0,19.7,0.0,0.0,0.0,2020,1,13,19,3,15,5,1
1489,1489,3,2,2.0,1.0,52.0,41951.0,9.0,4.0,14.4,1.0,0.0,0.0,2020,0,1,19,3,15,5,1
1490,1490,1,1,0.9,1.6,38.0,36475.0,8.0,4.0,16.5,1.0,0.0,0.0,2020,0,8,19,3,15,5,0
1491,1491,2,1,1.7,1.5,61.0,30617.0,10.0,4.0,15.6,1.0,0.0,0.0,2020,1,7,19,3,20,0,1
1492,1492,0,2,0.3,1.9,40.0,24390.0,4.0,2.0,18.8,1.0,0.0,0.0,2020,0,6,19,3,15,5,0
1493,1493,1,0,1.4,0.4,52.0,30667.0,15.0,5.0,19.1,0.0,0.0,0.0,2020,1,18,19,3,15,5,1
1494,1494,0,0,0.3,1.6,57.0,26911.0,5.0,2.0,17.0,0.0,0.0,0.0,2020,0,14,19,3,15,5,0
1495,1495,0,0,0.7,0.2,65.0,30328.0,16.0,2.0,20.1,0.0,0.0,0.0,2020,1,4,19,3,19,2,0
1496,1496,0,1,0.1,2.7,34.0,30729.0,3.0,1.0,23.7,0.0,0.0,0.0,2020,1,10,19,3,15,5,0
1497,1497,0,1,0.2,3.2,29.0,52613.0,2.0,1.0,10.2,0.0,0.0,0.0,2020,0,11,19,4,12,5,0
1498,1498,1,0,1.0,1.2,41.0,30362.0,8.0,5.0,18.0,1.0,0.0,0.0,2020,0,3,19,3,19,2,1
1499,1499,0,0,0.2,0.9,37.0,30631.0,4.0,1.0,27.4,0.0,0.0,0.0,2020,1,5,19,4,14,6,0
1500,1500,1,0,0.7,0.8,49.0,73045.0,19.0,6.0,20.4,1.0,0.0,0.0,2020,0,12,19,3,17,0,1
1501,1501,3,1,2.5,0.8,43.0,30057.0,8.0,4.0,15.4,0.0,1.0,1.0,2020,1,15,19,3,15,5,1
1502,1502,2,1,0.2,1.1,50.0,16982.0,7.0,2.0,21.7,0.0,0.0,0.0,2020,0,2,19,4,15,5,1
1503,1503,0,1,0.8,1.8,58.0,31523.0,15.0,4.0,19.1,2.0,0.0,0.0,2020,1,0,19,3,19,3,0
1504,1504,2,0,1.3,1.2,42.0,56452.0,11.0,7.0,15.9,0.0,0.0,0.0,2020,0,16,19,4,14,6,1
1505,1505,2,1,0.5,1.7,37.0,31587.0,11.0,3.0,19.4,1.0,0.0,0.0,2020,1,9,19,4,16,6,1
1506,1506,1,2,1.0,3.1,44.0,59888.0,6.0,2.0,14.8,0.0,0.0,0.0,2020,0,0,19,3,19,3,0
1507,1507,0,1,0.7,1.8,61.0,59946.0,14.0,1.0,21.1,0.0,0.0,0.0,2020,0,18,19,3,14,6,0
1508,1508,0,2,0.7,2.7,63.0,31395.0,12.0,5.0,19.8,0.0,0.0,0.0,2020,1,6,19,3,15,5,0
1509,1509,4,0,0.7,0.6,66.0,29658.0,10.0,5.0,18.9,0.0,0.0,0.0,2020,1,17,19,3,19,3,1
1510,1510,1,0,0.8,0.4,61.0,39112.0,14.0,3.0,21.7,0.0,0.0,0.0,2020,0,7,19,4,14,6,1
1511,1511,2,3,1.2,2.0,48.0,31842.0,14.0,8.0,20.9,0.0,0.0,0.0,2020,1,8,19,3,20,4,0
1512,1512,2,1,1.3,2.1,49.0,31012.0,11.0,4.0,15.0,0.0,0.0,0.0,2020,1,1,19,3,15,5,1
1513,1513,0,1,0.4,1.5,58.0,52164.0,5.0,2.0,18.2,0.0,0.0,0.0,2020,0,13,19,3,20,4,0
1514,1514,0,1,0.6,1.4,64.0,19246.0,10.0,4.0,19.0,0.0,0.0,0.0,2020,0,4,19,3,14,6,0
1515,1515,0,3,0.7,2.6,49.0,31243.0,11.0,1.0,18.7,1.0,0.0,0.0,2020,1,3,19,4,15,5,0
1516,1516,2,2,2.0,1.7,41.0,32190.0,14.0,4.0,15.6,0.0,0.0,0.0,2020,0,5,19,4,15,5,0
1517,1517,1,5,0.5,2.3,34.0,32000.0,7.0,3.0,16.9,0.0,0.0,0.0,2020,1,11,19,4,20,2,0
1518,1518,1,1,0.9,1.1,64.0,31219.0,17.0,4.0,20.8,1.0,0.0,0.0,2020,1,14,19,3,14,6,0
1519,1519,1,3,1.3,2.7,37.0,53097.0,7.0,5.0,14.7,0.0,0.0,0.0,2020,0,10,19,4,16,6,0
1520,1520,0,2,1.3,1.2,64.0,16479.0,22.0,4.0,19.0,1.0,0.0,0.0,2019,0,2,0,8,20,4,0
1521,1521,0,2,0.3,3.1,35.0,58729.0,6.0,3.0,18.7,0.0,0.0,0.0,2019,1,5,0,8,16,6,0
1522,1522,0,5,0.2,4.4,20.0,52276.0,1.0,0.0,6.8,0.0,0.0,0.0,2019,0,11,0,16,12,5,0
1523,1523,1,0,2.7,0.7,51.0,58000.0,30.0,6.0,16.9,1.0,0.0,0.0,2019,1,14,0,8,15,5,1
1524,1524,1,0,1.1,1.0,54.0,20000.0,13.0,3.0,20.7,1.0,0.0,0.0,2019,0,4,0,6,15,5,1
1525,1525,3,1,1.1,1.0,46.0,59919.0,12.0,7.0,17.7,0.0,0.0,0.0,2019,1,16,0,8,16,6,1
1526,1526,0,0,0.4,1.1,42.0,31266.0,8.0,2.0,21.1,1.0,0.0,0.0,2019,0,3,0,8,17,5,0
1527,1527,2,2,1.7,0.7,54.0,59475.0,17.0,6.0,17.6,1.0,0.0,0.0,2019,1,6,0,6,20,0,0
1528,1528,3,1,2.7,1.4,53.0,59496.0,21.0,8.0,17.3,1.0,0.0,1.0,2019,1,1,0,8,20,4,1
1529,1529,2,0,0.7,1.3,36.0,32209.0,9.0,5.0,16.7,0.0,0.0,0.0,2019,0,9,0,12,12,5,1
1530,1530,1,0,1.6,0.5,60.0,59833.0,13.0,5.0,21.1,1.0,0.0,1.0,2019,1,17,0,12,14,6,1
1531,1531,0,4,0.4,4.3,38.0,53092.0,5.0,3.0,19.9,0.0,0.0,0.0,2019,0,10,0,12,17,5,0
1532,1532,2,0,2.5,0.3,66.0,59886.0,24.0,6.0,17.8,1.0,0.0,0.0,2019,1,13,0,12,12,5,1
1533,1533,2,3,1.4,1.9,56.0,73123.0,17.0,7.0,16.5,1.0,0.0,0.0,2019,0,12,0,12,20,3,0
1534,1534,1,2,1.0,0.9,63.0,38906.0,10.0,3.0,16.1,0.0,0.0,0.0,2019,0,7,0,8,20,0,0
1535,1535,3,0,1.8,0.6,61.0,59653.0,15.0,5.0,15.7,0.0,0.0,0.0,2019,1,15,0,12,15,5,1
1536,1536,2,0,2.8,0.4,55.0,59777.0,20.0,7.0,19.6,2.0,0.0,1.0,2019,1,18,0,12,20,2,1
1537,1537,4,1,3.5,1.6,49.0,36166.0,21.0,12.0,16.7,0.0,0.0,0.0,2019,0,8,0,8,17,5,1
1538,1538,5,0,2.5,0.1,64.0,26940.0,15.0,5.0,17.7,1.0,1.0,1.0,2019,0,14,0,8,15,6,1
1539,1539,1,2,0.8,2.0,29.0,59757.0,7.0,2.0,15.6,0.0,0.0,0.0,2019,1,11,0,8,12,5,0
1540,1540,0,0,1.2,0.4,75.0,59255.0,20.0,5.0,18.8,2.0,0.0,0.0,2019,1,4,0,6,14,6,0
1541,1541,1,0,1.8,0.8,42.0,31523.0,12.0,2.0,17.2,0.0,0.0,0.0,2019,0,19,0,8,19,3,1
1542,1542,2,1,1.7,0.6,66.0,59249.0,24.0,7.0,16.0,0.0,0.0,0.0,2019,1,2,0,8,15,5,1
1543,1543,2,1,3.1,1.0,56.0,59888.0,26.0,5.0,15.6,1.0,0.0,0.0,2019,1,19,0,8,19,3,1
1544,1544,3,2,1.0,1.0,56.0,21142.0,16.0,4.0,17.3,0.0,0.0,0.0,2019,0,17,0,8,14,6,1
1545,1545,2,0,2.4,0.4,46.0,60111.0,20.0,6.0,16.2,0.0,1.0,1.0,2019,1,9,0,8,16,6,1
1546,1546,0,2,0.5,0.8,49.0,59968.0,9.0,2.0,22.5,0.0,0.0,0.0,2019,1,10,0,8,20,2,0
1547,1547,1,0,1.3,0.5,53.0,41956.0,10.0,3.0,19.5,0.0,0.0,0.0,2019,0,1,0,8,12,5,1
1548,1548,0,3,0.8,1.5,68.0,25149.0,12.0,3.0,18.5,0.0,0.0,0.0,2019,0,6,0,8,20,0,0
1549,1549,1,2,1.9,0.6,64.0,60112.0,20.0,4.0,16.7,2.0,0.0,0.0,2019,1,3,0,8,15,5,0
1550,1550,0,1,1.7,0.8,75.0,31465.0,23.0,6.0,18.3,1.0,0.0,0.0,2019,0,15,0,8,15,5,0
1551,1551,4,2,2.0,0.7,33.0,32249.0,13.0,3.0,19.5,0.0,1.0,1.0,2019,0,5,0,8,19,2,1
1552,1552,3,1,2.3,1.8,54.0,60223.0,13.0,6.0,19.3,1.0,1.0,1.0,2019,1,12,0,8,12,5,1
1553,1553,2,1,0.9,0.5,43.0,59959.0,13.0,7.0,19.3,0.0,0.0,0.0,2019,0,18,0,8,16,6,1
1554,1554,2,1,2.0,0.3,64.0,60108.0,19.0,9.0,14.3,2.0,0.0,0.0,2019,1,8,0,8,14,6,1
1555,1555,0,3,0.5,2.7,43.0,62027.0,9.0,5.0,24.0,0.0,0.0,0.0,2019,0,16,0,11,19,3,0
1556,1556,0,2,0.6,1.6,49.0,52274.0,11.0,2.0,21.1,0.0,0.0,0.0,2019,0,13,0,8,20,0,0
1557,1557,5,1,4.2,1.1,73.0,60201.0,25.0,8.0,17.0,1.0,1.0,1.0,2019,1,7,0,8,16,6,1
1558,1558,2,3,1.2,1.2,62.0,20051.0,10.0,1.0,22.8,1.0,1.0,1.0,2019,0,17,1,8,15,5,0
1559,1559,2,0,1.2,0.7,47.0,41964.0,9.0,1.0,19.5,0.0,1.0,1.0,2019,1,13,1,11,15,5,1
1560,1560,1,1,0.7,0.9,46.0,42045.0,7.0,5.0,13.8,0.0,0.0,0.0,2019,1,2,1,6,15,5,0
1561,1561,0,3,1.2,1.3,43.0,39969.0,18.0,6.0,18.6,0.0,0.0,0.0,2019,0,5,1,15,17,5,0
1562,1562,3,0,0.8,0.7,55.0,41888.0,15.0,3.0,19.3,1.0,0.0,0.0,2019,1,7,1,15,17,5,1
1563,1563,1,0,1.0,2.2,41.0,72922.0,7.0,3.0,14.1,1.0,0.0,0.0,2019,0,12,1,4,12,5,1
1564,1564,1,2,1.2,1.3,44.0,53076.0,14.0,3.0,18.0,0.0,0.0,0.0,2019,0,16,1,4,14,6,0
1565,1565,2,3,1.0,2.0,48.0,41951.0,14.0,5.0,18.0,0.0,0.0,0.0,2019,1,19,1,2,15,5,0
1566,1566,1,3,1.4,2.7,47.0,59496.0,10.0,4.0,17.2,1.0,0.0,0.0,2019,0,0,1,2,20,4,0
1567,1567,1,4,0.7,2.3,43.0,41874.0,9.0,3.0,16.4,0.0,0.0,0.0,2019,1,18,1,11,16,6,0
1568,1568,0,1,0.6,0.6,44.0,30178.0,14.0,3.0,19.5,1.0,0.0,0.0,2019,0,15,1,8,20,4,0
1569,1569,2,0,0.7,0.4,38.0,41925.0,9.0,5.0,16.5,0.0,0.0,0.0,2019,1,3,1,11,15,5,1
1570,1570,2,1,0.5,1.0,36.0,25203.0,10.0,3.0,20.5,2.0,0.0,0.0,2019,0,6,1,11,15,5,1
1571,1571,1,2,0.8,1.0,36.0,41400.0,9.0,3.0,13.1,0.0,0.0,0.0,2019,1,11,1,11,20,2,0
1572,1572,2,1,2.1,1.1,41.0,41572.0,13.0,4.0,13.9,0.0,0.0,0.0,2019,1,9,1,11,16,6,1
1573,1573,0,1,0.2,2.2,38.0,53093.0,4.0,0.0,23.6,1.0,0.0,0.0,2019,0,10,1,11,15,5,0
1574,1574,2,0,2.0,0.5,50.0,26836.0,17.0,6.0,16.7,0.0,0.0,0.0,2019,0,14,1,11,19,1,1
1575,1575,1,3,0.4,2.6,42.0,41907.0,8.0,1.0,18.8,0.0,0.0,0.0,2019,1,5,1,9,17,6,0
1576,1576,1,2,0.8,0.6,55.0,16876.0,16.0,5.0,17.1,0.0,0.0,0.0,2019,0,2,1,11,14,6,0
1577,1577,2,2,1.9,1.0,54.0,41968.0,13.0,9.0,12.7,0.0,0.0,0.0,2019,1,12,1,11,17,5,0
1578,1578,1,0,0.8,1.6,50.0,38203.0,8.0,3.0,19.8,2.0,0.0,0.0,2019,0,7,1,11,12,5,1
1579,1579,3,3,1.6,1.8,40.0,41927.0,12.0,4.0,15.7,0.0,0.0,0.0,2019,1,8,1,11,20,2,0
1580,1580,0,1,0.6,0.5,62.0,52207.0,11.0,1.0,19.9,1.0,0.0,0.0,2019,0,13,1,11,14,6,0
1581,1581,0,1,1.3,1.2,59.0,41936.0,20.0,1.0,21.0,1.0,0.0,0.0,2019,1,17,1,11,15,5,0
1582,1582,2,0,1.0,0.7,34.0,31475.0,9.0,4.0,17.5,1.0,0.0,0.0,2019,0,3,1,5,15,5,1
1583,1583,4,0,2.5,1.1,38.0,41855.0,14.0,9.0,15.7,0.0,0.0,0.0,2019,1,15,1,9,15,5,1
1584,1584,3,0,1.5,0.2,49.0,36400.0,15.0,9.0,19.6,1.0,0.0,0.0,2019,0,8,1,9,19,3,1
1585,1585,1,2,1.1,1.2,53.0,59957.0,13.0,7.0,14.9,1.0,0.0,0.0,2019,0,18,1,5,14,6,0
1586,1586,0,1,0.5,1.3,47.0,41956.0,8.0,1.0,16.8,2.0,0.0,0.0,2019,1,0,1,10,12,5,0
1587,1587,1,2,2.1,1.3,51.0,31012.0,14.0,4.0,20.0,1.0,1.0,1.0,2019,0,19,1,9,15,5,0
1588,1588,0,4,1.6,1.1,52.0,41949.0,19.0,8.0,16.3,1.0,0.0,0.0,2019,1,16,1,9,17,5,0
1589,1589,0,0,0.9,0.3,36.0,32185.0,11.0,3.0,17.9,0.0,0.0,0.0,2019,0,9,1,10,15,5,0
1590,1590,2,0,1.8,0.5,45.0,40290.0,21.0,6.0,15.7,0.0,0.0,0.0,2019,1,14,1,6,15,5,1
1591,1591,3,1,2.1,1.9,51.0,20891.0,12.0,7.0,18.3,1.0,0.0,0.0,2019,0,4,1,5,15,5,1
1592,1592,1,2,1.4,1.8,40.0,41919.0,9.0,4.0,13.7,0.0,0.0,0.0,2019,1,10,1,9,20,1,0
1593,1593,1,1,1.0,1.4,49.0,41136.0,13.0,4.0,18.7,0.0,0.0,0.0,2019,1,6,1,9,14,6,0
1594,1594,1,1,1.5,1.6,71.0,40468.0,22.0,9.0,19.4,0.0,0.0,0.0,2019,1,4,1,10,20,3,0
1595,1595,2,3,0.2,3.4,29.0,53395.0,4.0,2.0,16.8,0.0,0.0,0.0,2019,0,11,1,10,16,6,0
1596,1596,2,0,1.2,1.3,36.0,16479.0,8.0,3.0,12.1,0.0,0.0,0.0,2019,1,0,2,4,20,4,1
1597,1597,0,0,0.9,0.5,47.0,23091.0,14.0,3.0,18.0,1.0,0.0,0.0,2019,0,6,2,4,15,5,0
1598,1598,1,1,0.9,0.7,54.0,42045.0,9.0,2.0,15.6,0.0,0.0,0.0,2019,0,1,2,2,15,5,0
1599,1599,0,1,0.4,0.3,41.0,16518.0,7.0,1.0,20.3,0.0,0.0,0.0,2019,1,3,2,4,15,5,0
1600,1600,2,0,2.5,0.6,38.0,30000.0,8.0,2.0,18.7,0.0,1.0,1.0,2019,0,19,2,4,12,5,1
1601,1601,3,3,2.1,2.8,33.0,16876.0,12.0,3.0,12.0,0.0,0.0,0.0,2019,1,10,2,4,17,5,0
1602,1602,2,1,1.2,1.5,41.0,49940.0,13.0,6.0,13.9,1.0,0.0,0.0,2019,0,18,2,4,14,6,1
1603,1603,0,1,1.4,0.3,45.0,16940.0,17.0,6.0,14.5,0.0,0.0,0.0,2019,1,5,2,4,17,5,0
1604,1604,1,2,1.0,1.5,54.0,16814.0,15.0,5.0,16.3,0.0,0.0,0.0,2019,1,9,2,4,14,6,0
1605,1605,1,3,0.8,2.3,59.0,18821.0,12.0,4.0,18.2,1.0,0.0,0.0,2019,0,4,2,4,15,5,0
1606,1606,1,2,2.5,1.2,64.0,16837.0,19.0,7.0,10.8,0.0,0.0,0.0,2019,1,14,2,4,15,5,0
1607,1607,3,3,0.9,1.5,47.0,52131.0,10.0,3.0,18.5,1.0,0.0,0.0,2019,0,13,2,4,15,5,0
1608,1608,1,0,1.2,1.0,40.0,16957.0,5.0,3.0,18.9,0.0,1.0,1.0,2019,1,7,2,4,14,6,1
1609,1609,0,2,0.3,1.9,53.0,54202.0,6.0,2.0,17.1,0.0,0.0,0.0,2019,0,16,2,4,19,3,0
1610,1610,2,2,1.0,1.2,37.0,35639.0,9.0,3.0,16.7,1.0,0.0,0.0,2019,0,8,2,4,14,6,0
